cliente_id,data_cadastro,plano,tempo_como_cliente_meses,numero_produtos,tickets_abertos_ultimo_mes,tickets_resolvidos,nps_score,uso_medio_mensal_horas,atraso_pagamento_dias,desconto_recebido,canal_aquisicao,regiao,churn
CLI00284,2020-10-03,Pro,63,1,1,0,98,33.69,1,0,Indicação,Centro-Oeste,0
CLI00285,2025-09-19,Pro,3,3,4,3,86,16.41,1,0,Google Ads,Centro-Oeste,0
CLI00286,2024-08-04,Pro,17,5,1,1,76,28.88,2,0,Indicação,Sudeste,0
CLI00287,2024-02-01,Pro,23,3,1,1,74,23.72,4,0,Indicação,Sudeste,0
CLI00288,2024-11-07,Pro,13,1,3,2,50,8.5,31,0,Evento,Nordeste,1
CLI00289,2024-01-02,Starter,24,1,1,1,92,21.62,1,1,LinkedIn,Sudeste,0
CLI00290,2024-02-04,Pro,23,1,1,0,58,20.18,1,0,Google Ads,Sul,0
CLI00291,2022-11-14,Starter,38,1,1,1,82,65.12,2,0,Indicação,Nordeste,0
CLI00292,2022-09-04,Enterprise,40,4,1,1,56,44.56,0,0,LinkedIn,Sudeste,0
CLI00293,2025-03-07,Starter,9,1,7,4,72,0.5,8,0,LinkedIn,Nordeste,1
CLI00294,2022-12-25,Pro,36,2,0,0,100,30.32,1,0,Indicação,Norte,0
CLI00295,2023-12-29,Enterprise,24,5,0,0,68,42.17,2,1,Inbound,Nordeste,0
CLI00296,2025-09-02,Pro,4,4,1,0,71,21.72,3,0,Google Ads,Centro-Oeste,0
CLI00297,2022-07-14,Pro,42,1,2,2,71,39.88,3,1,Inbound,Nordeste,0
CLI00298,2023-08-22,Starter,28,2,0,0,69,49.83,0,0,Inbound,Nordeste,0
CLI00299,2023-02-18,Starter,34,4,0,0,84,34.56,2,1,Indicação,Sudeste,0
CLI00300,2020-10-06,Pro,63,2,1,1,73,15.61,3,1,Evento,Nordeste,0
CLI00301,2024-07-22,Pro,17,3,2,1,86,26.22,1,0,Google Ads,Nordeste,0
CLI00302,2024-07-26,Pro,17,5,3,3,73,30.6,3,0,Google Ads,Sudeste,0
CLI00303,2024-09-08,Starter,15,2,0,0,70,21.05,2,1,Evento,Centro-Oeste,0
CLI00304,2021-12-23,Starter,48,4,0,0,83,32.84,5,0,Indicação,Sudeste,0
CLI00305,2025-03-31,Starter,9,1,3,1,36,10.33,8,1,Inbound,Nordeste,1
CLI00306,2023-03-22,Pro,33,3,1,1,94,38.82,2,0,Evento,Norte,0
CLI00307,2025-12-01,Starter,1,1,2,0,83,24.84,2,0,Google Ads,Sudeste,0
CLI00308,2024-09-05,Enterprise,16,4,0,0,46,30.55,4,0,Inbound,Centro-Oeste,0
CLI00309,2024-05-21,Starter,19,1,4,2,41,8.31,2,1,Inbound,Centro-Oeste,1
CLI00310,2022-01-06,Starter,48,2,1,0,89,41.11,3,1,Inbound,Sul,0
CLI00311,2021-05-12,Pro,56,1,1,1,70,13.86,3,0,LinkedIn,Nordeste,0
CLI00312,2023-09-14,Starter,27,2,6,2,30,6.73,9,0,LinkedIn,Sudeste,1
CLI00313,2024-06-26,Pro,18,4,2,0,61,3.26,7,1,LinkedIn,Sul,1
CLI00314,2025-09-30,Starter,3,3,0,0,80,29.44,1,1,LinkedIn,Sudeste,0
CLI00315,2021-02-26,Pro,58,3,2,2,60,44.93,4,0,Inbound,Centro-Oeste,0
CLI00316,2025-01-04,Pro,12,1,5,2,44,9.41,10,0,Google Ads,Sul,1
CLI00317,2020-05-29,Pro,68,3,2,2,65,34.73,1,0,Inbound,Centro-Oeste,0
CLI00318,2023-01-25,Starter,35,5,2,2,59,24.48,2,0,Inbound,Sudeste,0
CLI00319,2023-11-13,Starter,25,2,0,0,93,26.57,1,0,Indicação,Sul,0
CLI00320,2023-05-18,Pro,31,5,1,1,72,20.98,1,0,Google Ads,Sudeste,0
CLI00321,2023-07-13,Pro,30,2,3,3,70,12.06,4,1,Google Ads,Sudeste,0
CLI00322,2024-10-25,Starter,14,2,1,1,67,27.42,4,0,Indicação,Sul,0
CLI00323,2023-04-18,Pro,32,2,1,1,68,33.03,1,0,Google Ads,Nordeste,0
CLI00324,2024-12-06,Starter,13,2,2,0,0,14.55,9,0,Google Ads,Sudeste,1
CLI00325,2025-02-02,Starter,11,4,3,2,95,22.44,6,0,LinkedIn,Sudeste,0
CLI00326,2022-07-06,Starter,42,3,2,2,82,30.3,3,0,Evento,Nordeste,0
CLI00327,2023-10-23,Starter,26,3,2,2,99,15.62,3,0,Evento,Sudeste,0
CLI00328,2024-04-21,Pro,20,4,2,2,58,47.89,1,0,Evento,Sudeste,0
CLI00329,2022-06-07,Enterprise,43,1,2,2,69,35.23,0,0,Google Ads,Nordeste,0
CLI00330,2022-07-09,Pro,42,4,3,2,68,31.55,0,1,Indicação,Sudeste,0
CLI00331,2024-02-03,Starter,23,4,2,1,46,2.87,1,0,Indicação,Nordeste,0
CLI00332,2022-11-02,Enterprise,38,1,1,0,73,50.52,1,0,Google Ads,Sudeste,0
CLI00333,2025-11-16,Starter,1,2,1,1,100,30.81,0,1,Indicação,Sudeste,0
CLI00334,2024-07-10,Starter,17,2,5,1,46,1.79,21,1,Google Ads,Nordeste,1
CLI00335,2022-06-05,Pro,43,2,0,0,76,12.23,1,0,Indicação,Sul,0
CLI00336,2024-07-28,Starter,17,2,3,2,73,21.65,2,0,Indicação,Nordeste,0
CLI00337,2024-03-19,Starter,21,4,1,1,75,56.61,3,0,Inbound,Nordeste,0
CLI00338,2025-01-11,Starter,11,2,4,1,33,4.1,3,1,LinkedIn,Sudeste,1
CLI00339,2023-02-18,Pro,34,3,3,3,62,8.75,1,1,LinkedIn,Nordeste,0
CLI00340,2021-07-27,Enterprise,53,2,2,2,71,30.55,1,0,Inbound,Nordeste,0
CLI00341,2023-07-27,Starter,29,3,1,0,100,42.96,2,0,Indicação,Sudeste,0
CLI00342,2022-09-06,Pro,40,4,3,3,57,19.03,3,0,Evento,Sul,0
CLI00343,2022-12-04,Pro,37,2,2,2,75,36.18,1,0,Evento,Nordeste,0
CLI00344,2023-10-13,Pro,27,2,1,1,68,32.67,1,0,Google Ads,Norte,0
CLI00345,2021-10-30,Enterprise,50,2,1,0,92,33.17,1,1,Indicação,Sul,0
CLI00346,2023-11-22,Pro,25,3,1,1,56,32.4,5,1,LinkedIn,Sudeste,0
CLI00347,2022-05-29,Pro,43,2,0,0,99,36.75,9,0,Indicação,Sudeste,0
CLI00348,2024-12-06,Pro,13,1,8,4,51,7.17,11,0,Evento,Centro-Oeste,1
CLI00349,2022-11-21,Pro,37,1,3,2,65,40.22,2,0,Indicação,Centro-Oeste,0
CLI00350,2021-10-02,Enterprise,51,3,2,2,55,37.27,4,1,Inbound,Norte,0
CLI00351,2022-09-09,Enterprise,40,1,1,0,72,33.14,0,1,Inbound,Sudeste,0
CLI00352,2022-11-30,Enterprise,37,4,1,1,63,25.08,2,0,LinkedIn,Centro-Oeste,0
CLI00353,2025-05-18,Starter,7,3,3,0,30,6.8,28,0,Google Ads,Sudeste,1
CLI00354,2024-02-05,Starter,23,3,6,4,27,10.69,10,1,Google Ads,Centro-Oeste,1
CLI00355,2023-07-06,Pro,30,1,0,0,96,46.25,3,0,Google Ads,Sudeste,0
CLI00356,2023-12-09,Starter,25,4,2,2,61,24.7,1,0,Indicação,Sudeste,0
CLI00357,2024-01-22,Enterprise,23,1,2,2,75,25.23,1,0,LinkedIn,Sudeste,0
CLI00358,2024-10-03,Pro,15,2,0,0,61,14.73,2,0,Indicação,Norte,0
CLI00359,2024-06-17,Pro,18,1,2,1,51,7.31,20,0,LinkedIn,Nordeste,1
CLI00360,2023-04-01,Pro,33,2,0,0,89,20.64,3,0,Inbound,Nordeste,0
CLI00361,2022-02-21,Starter,46,4,2,2,70,49.42,1,0,Inbound,Nordeste,0
CLI00362,2023-10-16,Enterprise,26,1,2,2,83,51.49,3,0,Inbound,Sudeste,0
CLI00363,2025-04-10,Enterprise,8,2,5,1,44,7.02,27,0,LinkedIn,Sudeste,1
CLI00364,2024-09-04,Starter,16,1,7,4,32,8.78,7,0,Google Ads,Centro-Oeste,1
CLI00365,2023-08-24,Enterprise,28,2,2,2,57,29.13,1,0,Inbound,Nordeste,0
CLI00366,2023-12-20,Enterprise,24,2,5,3,70,8.22,24,0,Inbound,Sudeste,1
CLI00367,2022-06-30,Starter,42,2,0,0,48,45.15,1,0,Indicação,Nordeste,0
CLI00368,2023-03-24,Enterprise,33,2,2,0,83,24.8,1,1,LinkedIn,Sudeste,0
CLI00369,2024-07-21,Starter,17,2,7,3,29,8.65,5,0,Inbound,Sudeste,1
CLI00370,2023-02-09,Enterprise,35,2,0,0,57,29.81,1,0,Evento,Sul,0
CLI00371,2022-03-10,Starter,46,2,0,0,96,14.71,1,0,Inbound,Nordeste,0
CLI00372,2022-12-31,Enterprise,36,2,2,0,55,28.49,1,0,Inbound,Sudeste,0
CLI00373,2024-09-25,Pro,15,2,8,4,53,9.56,6,0,Indicação,Nordeste,1
CLI00374,2023-06-22,Enterprise,30,3,2,2,41,18.84,4,1,Indicação,Sudeste,0
CLI00375,2025-05-03,Enterprise,8,1,6,2,37,12.94,12,0,Google Ads,Sudeste,1
CLI00376,2024-08-01,Pro,17,1,2,2,76,0.5,1,0,Inbound,Sudeste,0
CLI00377,2024-12-30,Pro,12,5,3,3,67,11.3,4,0,LinkedIn,Nordeste,0
CLI00378,2025-05-08,Starter,7,1,5,2,51,8.33,17,1,Google Ads,Centro-Oeste,1
CLI00379,2024-08-27,Starter,16,1,2,1,65,7.41,6,0,Google Ads,Sudeste,1
CLI00380,2022-11-24,Starter,37,1,0,0,60,26.65,1,0,Google Ads,Sul,0
CLI00381,2022-06-20,Starter,43,1,1,1,85,32.79,1,0,Inbound,Centro-Oeste,0
CLI00382,2024-04-27,Pro,20,2,4,4,38,38.05,1,0,Indicação,Sudeste,0
CLI00383,2021-09-20,Starter,52,5,1,1,90,25.96,3,1,LinkedIn,Norte,0
CLI00384,2023-03-06,Enterprise,34,2,1,1,59,26.65,4,1,Indicação,Sudeste,0
CLI00385,2022-05-26,Pro,43,3,0,0,74,30.1,1,0,LinkedIn,Nordeste,0
CLI00386,2022-05-02,Starter,44,4,2,2,79,21.85,2,0,Google Ads,Nordeste,0
CLI00387,2025-08-12,Pro,4,3,1,0,83,26.49,2,1,Evento,Sul,0
CLI00388,2021-11-03,Enterprise,50,3,1,1,32,14.18,2,1,Evento,Norte,0
CLI00389,2023-03-20,Pro,33,2,3,3,72,23.36,4,0,Indicação,Nordeste,0
CLI00390,2024-11-28,Pro,13,1,2,0,27,5.25,8,1,LinkedIn,Norte,1
CLI00391,2024-10-06,Starter,15,4,2,0,47,13.09,19,1,LinkedIn,Nordeste,1
CLI00392,2023-07-22,Pro,29,1,0,0,75,26.49,7,0,Evento,Sudeste,0
CLI00393,2021-07-14,Starter,54,5,0,0,92,43.33,2,0,Google Ads,Sudeste,0
CLI00394,2023-09-24,Starter,27,5,1,0,59,27.78,2,0,Google Ads,Sul,0
CLI00395,2023-12-06,Enterprise,25,3,1,1,80,3.85,1,1,Indicação,Nordeste,0
CLI00396,2023-02-15,Starter,35,3,0,0,78,27.89,3,0,LinkedIn,Nordeste,0
CLI00397,2025-04-11,Pro,8,1,3,1,56,6.3,9,0,Inbound,Norte,1
CLI00398,2023-05-26,Enterprise,31,1,1,1,71,18.72,3,0,Indicação,Norte,0
CLI00399,2023-10-19,Enterprise,26,5,4,2,82,41.67,1,1,Inbound,Sudeste,0
CLI00400,2023-02-17,Enterprise,34,1,3,2,35,38.14,0,0,LinkedIn,Sul,0
CLI00401,2021-05-18,Starter,56,3,0,0,71,43.67,1,0,Indicação,Sudeste,0
CLI00402,2024-10-28,Pro,14,3,1,1,74,4.75,1,1,Evento,Sul,0
CLI00403,2025-02-08,Enterprise,10,5,0,0,100,12.38,1,0,Indicação,Centro-Oeste,0
CLI00404,2025-08-20,Pro,4,2,7,5,30,8.88,7,0,Inbound,Sudeste,1
CLI00405,2024-05-17,Starter,19,1,1,1,7,5.92,3,0,LinkedIn,Nordeste,1
CLI00406,2025-04-06,Starter,8,1,2,0,71,6.37,18,0,Inbound,Sul,1
CLI00407,2025-01-22,Pro,11,3,1,1,50,18.92,1,0,Inbound,Nordeste,0
CLI00408,2024-02-18,Enterprise,22,2,6,4,5,13.49,6,0,Evento,Nordeste,1
CLI00409,2022-04-27,Pro,44,2,1,1,54,37.59,2,0,Inbound,Sudeste,0
CLI00410,2024-08-31,Pro,16,2,5,4,71,3.54,25,1,LinkedIn,Nordeste,1
CLI00411,2023-04-04,Pro,33,3,1,1,98,24.27,4,1,Indicação,Nordeste,0
CLI00412,2022-11-27,Enterprise,37,2,0,0,73,30.01,1,0,LinkedIn,Sudeste,0
CLI00413,2024-02-05,Starter,23,4,0,0,80,33.73,2,1,Google Ads,Sudeste,0
CLI00414,2025-08-13,Pro,4,2,1,1,80,12.34,2,0,Indicação,Norte,0
CLI00415,2021-06-23,Enterprise,55,4,1,1,61,37.76,4,0,Evento,Sudeste,0
CLI00416,2024-08-07,Starter,17,2,5,4,36,12.78,1,0,LinkedIn,Nordeste,1
CLI00417,2022-02-06,Enterprise,47,1,1,1,76,24.04,5,1,Google Ads,Sul,0
CLI00418,2024-07-05,Pro,18,2,0,0,79,24.03,3,0,Indicação,Sudeste,0
CLI00419,2025-01-24,Starter,11,5,1,1,83,58.28,1,0,Evento,Nordeste,0
CLI00420,2022-01-17,Pro,48,1,2,2,88,38.48,3,0,Google Ads,Sudeste,0
CLI00421,2023-05-13,Pro,32,3,1,1,73,12.01,3,0,Evento,Nordeste,0
CLI00422,2024-01-01,Enterprise,24,2,0,0,67,36.96,0,0,Inbound,Nordeste,0
CLI00423,2024-04-26,Starter,20,2,3,3,71,16.75,0,0,LinkedIn,Norte,0
CLI00424,2021-05-30,Enterprise,55,1,2,1,72,30.57,1,1,Indicação,Centro-Oeste,0
CLI00425,2022-01-06,Enterprise,48,4,1,0,81,28.82,1,0,Inbound,Sudeste,0
CLI00426,2023-05-01,Pro,32,2,0,0,68,23.44,1,0,Inbound,Nordeste,0
CLI00427,2024-12-25,Pro,12,1,3,1,12,17.79,4,0,Evento,Sudeste,1
CLI00428,2023-12-30,Pro,24,3,4,4,50,36.47,1,1,Google Ads,Sudeste,0
CLI00429,2021-10-19,Pro,51,3,1,0,80,18.9,0,0,Inbound,Sudeste,0
CLI00430,2021-02-10,Enterprise,59,3,1,0,65,32.15,3,0,Evento,Sul,0
CLI00431,2023-10-31,Pro,26,1,1,1,80,47.19,2,0,Inbound,Centro-Oeste,0
CLI00432,2024-01-13,Starter,23,1,6,4,37,10.37,2,0,Evento,Sul,1
CLI00433,2021-09-14,Pro,52,4,1,1,100,37.76,5,0,LinkedIn,Sudeste,0
CLI00434,2022-11-04,Starter,38,4,2,1,60,39.39,1,0,Indicação,Sudeste,0
CLI00435,2022-08-18,Pro,41,1,0,0,67,26.16,5,0,LinkedIn,Nordeste,0
CLI00436,2025-10-16,Pro,2,1,7,1,0,19.08,15,1,Google Ads,Sul,1
CLI00437,2024-07-22,Pro,17,1,4,3,57,8.58,22,1,Inbound,Sudeste,1
CLI00438,2024-10-18,Enterprise,14,3,3,2,54,33.62,1,0,Google Ads,Sudeste,0
CLI00439,2025-11-03,Starter,1,2,1,0,86,25.34,2,0,Inbound,Nordeste,0
CLI00440,2022-09-22,Pro,39,1,0,0,93,29.15,4,0,Google Ads,Sul,0
CLI00441,2023-06-08,Starter,31,2,2,1,80,45.61,1,0,Inbound,Centro-Oeste,0
CLI00442,2024-02-27,Pro,22,2,3,2,76,37.95,2,0,Google Ads,Sudeste,0
CLI00443,2022-05-10,Starter,44,1,3,2,88,35.66,2,0,Indicação,Sudeste,0
CLI00444,2023-03-27,Enterprise,33,3,0,0,91,31.87,2,1,LinkedIn,Sudeste,0
CLI00445,2025-08-27,Starter,4,1,7,2,70,14.33,7,1,Inbound,Norte,1
CLI00446,2024-01-02,Starter,24,1,2,2,70,38.86,3,1,Indicação,Sul,0
CLI00447,2023-12-18,Starter,24,3,0,0,51,33.24,9,1,Evento,Sudeste,0
CLI00448,2021-11-29,Pro,49,2,1,1,65,11.01,2,1,Indicação,Norte,0
CLI00449,2022-01-31,Starter,47,2,1,1,63,15.07,0,0,Indicação,Sudeste,0
CLI00450,2024-10-27,Pro,14,1,1,1,47,9.16,2,0,Indicação,Norte,0
CLI00451,2023-12-09,Enterprise,25,3,1,1,82,38.11,3,0,Google Ads,Nordeste,0
CLI00452,2020-11-21,Starter,62,3,2,1,87,47.36,1,0,Evento,Nordeste,0
CLI00453,2023-01-12,Starter,36,1,1,1,87,29.57,1,0,Indicação,Nordeste,0
CLI00454,2024-05-29,Pro,19,3,2,2,80,9.36,0,1,Indicação,Nordeste,0
CLI00455,2023-11-05,Enterprise,26,2,8,4,35,7.99,9,1,Google Ads,Sudeste,1
CLI00456,2024-08-20,Starter,16,2,13,6,0,9.29,10,0,Evento,Sudeste,1
CLI00457,2022-05-05,Starter,44,3,1,1,95,22.76,5,1,Inbound,Norte,0
CLI00458,2024-04-08,Starter,21,4,3,3,72,37.12,1,0,LinkedIn,Sudeste,0
CLI00459,2024-10-14,Enterprise,14,4,1,1,69,34.23,2,0,Indicação,Nordeste,0
CLI00460,2024-07-28,Pro,17,1,7,3,46,7.37,3,1,Indicação,Sudeste,1
CLI00461,2020-07-25,Pro,66,1,0,0,69,37.51,1,0,Evento,Sudeste,0
CLI00462,2021-12-11,Pro,49,2,2,2,74,44.23,1,0,Google Ads,Sul,0
CLI00463,2024-12-22,Pro,12,3,0,0,64,44.6,1,0,Indicação,Sul,0
CLI00464,2022-11-05,Starter,38,1,3,3,57,38.33,2,0,Google Ads,Sudeste,0
CLI00465,2021-07-14,Pro,54,1,1,1,56,22.41,3,0,Evento,Norte,0
CLI00466,2025-05-22,Starter,7,1,6,4,22,16.03,12,0,Google Ads,Sudeste,1
CLI00467,2022-03-13,Pro,46,4,2,0,78,32.5,2,1,LinkedIn,Sudeste,0
CLI00468,2021-04-07,Starter,57,2,3,3,79,32.83,6,0,Google Ads,Sul,0
CLI00469,2024-05-08,Pro,20,1,11,6,11,8.14,3,0,Indicação,Centro-Oeste,1
CLI00470,2024-09-11,Pro,15,4,1,1,51,29.71,0,0,Inbound,Sudeste,0
CLI00471,2025-03-17,Starter,9,1,5,2,79,47.18,5,0,Indicação,Centro-Oeste,0
CLI00472,2024-09-26,Pro,15,3,1,1,80,26.8,0,1,Indicação,Sudeste,0
CLI00473,2023-12-19,Enterprise,24,2,0,0,82,29.67,0,0,Evento,Norte,0
CLI00474,2023-06-01,Pro,31,2,0,0,81,50.74,1,0,Google Ads,Sudeste,0
CLI00475,2025-09-15,Starter,3,2,6,2,44,17.12,12,0,LinkedIn,Sudeste,1
CLI00476,2025-03-15,Enterprise,9,2,2,2,82,28.63,0,0,LinkedIn,Sul,0
CLI00477,2024-05-16,Pro,19,1,5,3,53,0.8,24,1,Indicação,Sudeste,1
CLI00478,2023-10-25,Starter,26,3,3,1,57,13.77,3,1,LinkedIn,Sul,1
CLI00479,2022-01-13,Pro,48,3,0,0,79,30.09,0,0,Indicação,Nordeste,0
CLI00480,2024-10-02,Pro,15,2,5,4,46,24.43,3,0,Indicação,Centro-Oeste,0
CLI00481,2024-02-18,Starter,22,1,2,2,94,31.08,4,0,LinkedIn,Nordeste,0
CLI00482,2024-09-23,Enterprise,15,1,4,2,50,48.1,0,0,Google Ads,Nordeste,0
CLI00483,2024-10-10,Enterprise,14,2,4,2,43,5.39,14,1,Evento,Sudeste,1
CLI00484,2021-11-21,Starter,50,2,2,2,66,37.18,5,0,Google Ads,Sudeste,0
CLI00485,2020-01-19,Enterprise,72,3,1,1,81,35.97,1,1,Google Ads,Centro-Oeste,0
CLI00486,2024-02-07,Pro,23,1,6,1,0,11.46,20,1,Inbound,Sudeste,1
CLI00487,2024-03-09,Starter,22,1,1,0,79,24.65,1,0,Google Ads,Sul,0
CLI00488,2025-08-01,Pro,5,4,1,1,68,30.48,6,0,Indicação,Sudeste,0
CLI00489,2024-08-05,Pro,17,1,5,0,10,0.5,10,0,Google Ads,Sudeste,1
CLI00490,2024-07-17,Enterprise,17,2,0,0,74,37.55,4,0,Google Ads,Sudeste,0
CLI00491,2023-08-13,Pro,29,2,1,1,87,11.29,3,1,Inbound,Sudeste,0
CLI00492,2022-12-24,Starter,36,3,0,0,59,35.65,3,0,Google Ads,Sudeste,0
CLI00493,2024-03-16,Starter,21,5,0,0,97,36.16,1,0,Evento,Sul,0
CLI00494,2023-02-09,Enterprise,35,4,0,0,77,30.32,5,1,Google Ads,Sudeste,0
CLI00495,2021-05-26,Pro,56,3,2,2,66,9.38,0,0,Evento,Sudeste,0
CLI00496,2023-06-22,Pro,30,4,6,0,17,14.73,10,0,Google Ads,Centro-Oeste,1
CLI00497,2025-01-16,Enterprise,11,4,1,1,77,20.88,1,0,Google Ads,Nordeste,0
CLI00498,2022-11-04,Starter,38,3,0,0,43,36.16,2,0,Evento,Nordeste,0
CLI00499,2022-07-27,Pro,41,5,1,1,72,45.27,17,0,Indicação,Nordeste,0
CLI00500,2024-11-19,Pro,13,1,0,0,51,23.07,3,0,Indicação,Sudeste,0
CLI00501,2025-10-29,Pro,2,3,0,0,73,28.85,1,0,Inbound,Centro-Oeste,0
CLI00502,2025-05-16,Enterprise,7,1,0,0,55,36.8,0,0,Inbound,Sudeste,0
CLI00503,2023-05-03,Pro,32,1,1,1,79,30.96,5,0,Indicação,Sudeste,0
CLI00504,2024-12-19,Pro,12,3,3,1,35,4.99,4,0,Google Ads,Nordeste,1
CLI00505,2022-06-25,Pro,42,4,0,0,54,25.34,3,0,Inbound,Sudeste,0
CLI00506,2023-03-07,Starter,34,1,1,1,62,26.49,2,0,Evento,Sudeste,0
CLI00507,2024-12-20,Starter,12,2,4,2,16,6.82,8,1,LinkedIn,Sudeste,1
CLI00508,2020-01-31,Pro,72,1,1,1,93,23.5,5,0,Indicação,Sudeste,0
CLI00509,2022-11-14,Pro,38,3,1,1,86,36.94,2,1,Indicação,Sudeste,0
CLI00510,2024-08-11,Pro,16,1,7,3,34,4.76,18,0,Google Ads,Nordeste,1
CLI00511,2025-11-03,Enterprise,1,1,7,3,53,12.55,14,1,Evento,Sudeste,1
CLI00512,2023-08-08,Pro,29,1,5,3,13,4.11,16,0,Indicação,Sul,1
CLI00513,2023-06-03,Pro,31,1,5,2,62,36.06,1,0,Google Ads,Sudeste,0
CLI00514,2022-07-25,Pro,41,1,2,2,98,15.23,8,0,Google Ads,Centro-Oeste,0
CLI00515,2024-08-28,Starter,16,2,1,1,69,59.31,4,0,Evento,Norte,0
CLI00516,2022-09-07,Starter,40,3,3,3,48,32.2,1,0,Inbound,Sul,0
CLI00517,2024-11-05,Pro,14,2,2,2,89,34.43,0,1,Google Ads,Sudeste,0
CLI00518,2023-03-10,Starter,34,2,3,2,71,41.44,2,0,LinkedIn,Sudeste,0
CLI00519,2024-07-10,Starter,17,3,0,0,97,29.71,3,0,Indicação,Sudeste,0
CLI00520,2024-01-19,Pro,23,3,0,0,88,12.88,1,0,LinkedIn,Nordeste,0
CLI00521,2023-11-03,Starter,26,1,2,2,71,44.98,2,0,Indicação,Sudeste,0
CLI00522,2023-08-20,Starter,28,1,1,1,87,38.4,3,0,Indicação,Norte,0
CLI00523,2024-06-03,Pro,19,1,4,3,21,11.37,10,0,Google Ads,Sul,1
CLI00524,2025-07-03,Enterprise,6,2,0,0,86,32.19,4,0,Inbound,Sudeste,0
CLI00525,2024-12-24,Pro,12,4,2,2,77,15.77,2,0,Inbound,Norte,0
CLI00526,2022-03-08,Starter,46,2,0,0,91,51.57,3,0,Indicação,Nordeste,0
CLI00527,2024-04-28,Pro,20,1,1,1,66,36.56,4,1,Indicação,Sudeste,0
CLI00528,2022-08-22,Starter,40,2,0,0,84,38.8,10,0,Inbound,Sul,0
CLI00529,2023-06-15,Starter,31,4,3,2,83,43.09,0,0,Inbound,Sudeste,0
CLI00530,2022-11-17,Pro,38,2,1,1,73,31.26,5,0,Evento,Sudeste,0
CLI00531,2021-11-03,Pro,50,3,0,0,100,24.53,3,0,Indicação,Sul,0
CLI00532,2021-08-08,Pro,53,2,1,1,79,28.72,1,1,Indicação,Sudeste,0
CLI00533,2022-06-28,Pro,42,2,2,0,62,8.46,4,0,LinkedIn,Nordeste,0
CLI00534,2020-06-06,Starter,67,2,0,0,57,31.46,1,0,Google Ads,Nordeste,0
CLI00535,2021-01-30,Starter,59,2,1,1,51,22.16,2,1,LinkedIn,Sudeste,0
CLI00536,2024-10-08,Enterprise,14,4,2,2,88,0.5,1,0,LinkedIn,Sudeste,0
CLI00537,2022-11-16,Starter,38,3,0,0,67,36.73,1,0,Indicação,Centro-Oeste,0
CLI00538,2024-12-15,Starter,12,1,4,1,52,11.88,14,0,Google Ads,Sudeste,1
CLI00539,2022-07-25,Starter,41,3,3,0,86,34.83,0,0,Indicação,Sul,0
CLI00540,2024-02-14,Starter,22,2,2,1,82,30.87,1,0,Google Ads,Sudeste,0
CLI00541,2023-06-23,Enterprise,30,5,3,2,68,28.9,1,1,Indicação,Norte,0
CLI00542,2023-08-22,Pro,28,1,2,1,92,28.93,0,0,Inbound,Nordeste,0
CLI00543,2022-09-27,Pro,39,2,1,1,76,10.22,2,0,Inbound,Sudeste,0
CLI00544,2022-11-13,Starter,38,5,2,2,86,11.28,0,0,Indicação,Sul,0
CLI00545,2024-02-21,Starter,22,3,1,1,59,22.76,2,0,Inbound,Norte,0
CLI00546,2023-06-17,Starter,30,4,0,0,66,16.43,2,0,Inbound,Nordeste,0
CLI00547,2024-11-25,Pro,13,1,3,0,42,4.12,2,1,Google Ads,Norte,1
CLI00548,2025-07-10,Starter,5,2,4,2,6,12.22,8,0,Google Ads,Nordeste,1
CLI00549,2023-07-17,Starter,29,2,1,1,78,29.94,5,1,LinkedIn,Nordeste,0
CLI00550,2025-11-26,Starter,1,1,4,3,46,14.37,10,0,LinkedIn,Nordeste,1
CLI00551,2021-10-20,Pro,51,2,0,0,72,22.66,2,1,Google Ads,Sudeste,0
CLI00552,2024-07-22,Pro,17,1,0,0,87,39.74,2,0,Evento,Sudeste,0
CLI00553,2022-07-07,Pro,42,2,2,2,76,40.89,0,0,Evento,Sudeste,0
CLI00554,2025-06-03,Starter,7,4,0,0,71,35.4,4,0,Indicação,Nordeste,0
CLI00555,2023-08-12,Enterprise,29,2,4,4,64,36.68,2,0,Google Ads,Sudeste,0
CLI00556,2024-08-12,Starter,16,2,0,0,75,44.78,6,0,Evento,Sul,0
CLI00557,2025-08-15,Pro,4,1,3,3,74,21.87,0,0,Inbound,Centro-Oeste,0
CLI00558,2025-11-26,Pro,1,1,6,3,36,10.79,2,0,Google Ads,Sudeste,1
CLI00559,2023-03-06,Pro,34,2,2,2,93,30.23,0,0,Inbound,Nordeste,0
CLI00560,2024-05-11,Pro,19,1,8,6,37,2.24,8,1,Google Ads,Sul,1
CLI00561,2024-05-15,Enterprise,19,2,2,1,69,22.18,4,1,Indicação,Sudeste,0
CLI00562,2021-08-02,Pro,53,2,0,0,85,18.41,0,0,Google Ads,Sudeste,0
CLI00563,2023-01-19,Starter,35,3,1,1,77,35.95,1,0,Evento,Sudeste,0
CLI00564,2021-09-29,Pro,51,2,3,3,50,40.1,0,0,LinkedIn,Centro-Oeste,0
CLI00565,2023-06-06,Pro,31,5,1,1,67,35.61,0,0,Indicação,Nordeste,0
CLI00566,2025-03-27,Pro,9,1,1,1,27,22.48,7,1,LinkedIn,Nordeste,1
CLI00567,2024-01-25,Enterprise,23,5,2,1,99,22.18,1,0,Inbound,Centro-Oeste,0
CLI00568,2023-07-04,Pro,30,3,0,0,67,31.22,0,1,Indicação,Centro-Oeste,0
